demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,reg_target
0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,123.07546940000002
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,-136.1897846
1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,-170.12982380000003
0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,5.913612538
0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-136.57395469999997
1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,-15.01394932
0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,146.520918
1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,49.5250169
1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,-113.7387365
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,-79.74639778
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,-101.2990403
0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,-24.74158857
0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,180.8003787
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,-63.6318236
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-221.1760133
1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,-231.1220512
1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,65.45957633
0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,23.84541839
0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,-171.2050208
0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,-77.7529691
1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,-210.0886065
1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,-4.318984083
1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,-149.8010228
1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,-31.05008486
1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-24.99112186
1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,92.07530043
1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,-89.52396826
0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,20.86005132
1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-221.5515702
1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,-21.68424144
1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,271.99402460000005
1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,19.30116419
0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,52.9961588
1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,105.9827781
1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,-164.4165963
1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,120.3663426
1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,-37.36900105
1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,-103.9566931
0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,-108.7732609
0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,-25.30170746
0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,235.3655743
1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,28.18359606
1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,20.12600157
1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,-151.63295449999995
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,92.62417297
1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,-76.5089311
0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,-59.61117969
0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,43.78967684
0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,2.31113351
1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,-139.1262198
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-18.26646296
0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-34.66630794
1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,-37.00538103
1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,-38.08667686
1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,74.57974392
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-284.4594992
0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,-59.67544233
0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,219.1408415
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,178.0634229
0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,-217.834818
1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,-206.7423983
0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,-44.55173479
0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,11.04078009
0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,50.64686546
1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-64.94280676
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,-306.84103789999995
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,380.7751606
0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,145.81190990000005
1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,-58.9341702
0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,-181.0958875
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,74.57595495
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,-83.46301759
0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,16.57271094
0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,252.6908301
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-145.148448
1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,-8.054929731
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,-66.24480567
1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,35.15802362
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,-138.8041561
1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,12.97785421
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,-33.756722100000005
1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,-75.277521
0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,-170.16988490000003
1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,113.9437958
1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,91.35013841
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,-56.30489194
1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,-148.07352580000003
1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,-9.436629491
0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,55.55302263
0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,19.53484122
0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,-66.60650073
0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,-144.50928000000005
1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,-96.30701306
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.388248831
1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,-30.38512551
0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,136.2385168
0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,56.26352378
0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,159.610944
0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,133.5636899
0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,143.65506519999997
0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,-45.41469402
1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,-0.862344805
0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,-92.43647915
1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,85.23261485
1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,-95.72259239
1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,30.8902637
1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,48.91416506
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,-56.21164145
0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,-44.99257033
1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,65.68924096
1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,168.6489217
1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,297.2300241000001
1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,-254.9815914
1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,-56.57128574
1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,207.645462
0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,-126.079824
1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,-309.8871764
0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,-127.681687
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,-87.22135271
1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,108.4456212
0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,15.15220967
0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,-85.8643163
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,-182.6117671
0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-25.68899683
1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,106.509617
1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,79.83517221
1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,-147.2967056
0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,-62.91064661
1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,181.4715921
0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,-110.603253
0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,84.92205485
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,27.03936136
1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-188.1966191
0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3.975645273
0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,-112.5254405
1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,107.6116203
0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,61.89738833
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,18.07451409
1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-227.1998511
0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,14.72546519
1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,-49.6146657
0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,-68.38018735
1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,-28.43757789
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,163.07714
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,97.33923769
1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,49.03822063
0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,-125.7747898
1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,171.9587249
1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,-155.697202
1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,147.7250418
0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,12.29095426
0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,92.83497759
1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,-145.2151135
1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,179.38632869999995
1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,17.90746144
1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,-127.2285686
0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,-65.92838422
0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-177.0347296
0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,208.6556379
1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,52.40962959
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,-34.07793324
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,-89.77819894
0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,-31.36100035
0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,27.50340706
0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,173.92101269999995
0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,-48.48466096
1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,34.83017073
0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,24.14013709
0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,-75.14675374
1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,-164.6610085
1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,14.64156482
1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,-114.2700097
0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,-144.9507373
1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,-8.320922957999999
0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,-19.2516762
1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,-57.47167039
0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,-109.41477179999998
0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,-63.80623535
1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,10.24974565
0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,209.3514829
1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,139.5516993
0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,99.05218825
1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,-123.3266147
1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,26.22513648
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,-166.5573647
1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,-16.88575864
1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,-174.3619666
1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,-161.55262439999996
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,-150.01920769999995
1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,7.412686207
0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,86.50663404
1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,237.2387948
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,154.3325596
1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,60.84336737
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,6.667898728
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,-58.97379702
1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,-57.81106798
1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-12.61543051
0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,-238.7779036
0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,-3.73138152
0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,-36.83626862
1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,202.1107601
1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,-87.20341562
0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,-118.5199727
1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,109.0880442
0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,101.521843
1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,18.20292125
1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,38.25145308
0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,-23.75930499
1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,42.68683936
1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,-34.35049541
1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,-71.41677929
0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,147.4690965
0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,18.21341315
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,31.96296192
1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-155.3098969
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,-42.98414583
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,119.4553379
0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,20.9741418
1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-26.17747237
1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,151.26985249999996
1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,277.7983816
1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,129.9064104
1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,-92.52855924
1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,101.2446219
0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,-85.94964826
1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,-59.76097165
0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,161.3527148
0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,16.32523641
1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,221.9429668
1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,-210.4179639
1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-77.5588296
0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,-151.2454458
1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,31.9860713
0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,-0.8421323470000001
0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,128.8600539
0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,-112.6807821
1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,51.15750893
1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,-104.1361553
0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,-68.32625938
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,113.5383044
1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,252.0766759
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,-284.8084223
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,74.19218453
0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-153.59515
1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,20.46295285
1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,-82.04614796
0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,10.0451873
1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,272.45845610000003
1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,-38.40135084
1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,289.22760960000005
1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,-192.4380305
1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-103.003695
0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,136.1489762
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,-114.8838008
1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,10.32085866
0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,-174.4153503
1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,110.6994168
0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,-73.08903805
0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,63.40792789
0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,43.46314342
1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,157.9382243
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,-246.1645403
1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,-65.89743239
1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-22.13448197
1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,-64.24343446
0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,285.38723260000006
0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,14.35466472
1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,-27.13173491
1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,-88.54272509
0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,-22.82098369
1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,90.20957572
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,-95.36084017
1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,-32.30827288
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,61.46261733
1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.7724112009999999
0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,-0.238444708
1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,52.40107506
0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,81.11559043
1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,-124.291852
1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,130.2436216
1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,-14.51464884
1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,26.53798257
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,-210.2492197
0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,-78.1867429
1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,19.57153122
0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,-72.58436108
0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,-77.42600152
0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,-175.14873590000005
0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,71.10151475
1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-90.02603049
0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,-190.3996674
0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,163.0838316
1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,-20.12513653
0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,20.82313926
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,143.2375855
0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,-188.6662772
1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,-182.3152903
