demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,class,reg_target
0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1.0,-79.65287013
0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1.0,-51.36093693
1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1.0,112.08212379999999
1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1.0,-19.82843364
1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1.0,-364.9733022
0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1.0,94.4005876
0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1.0,-36.98919186
1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1.0,-38.31167407
1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1.0,52.93932981
0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1.0,121.2592213
0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1.0,90.29085165
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1.0,-169.25823300000002
0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1.0,37.43539582
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1.0,-120.0430825
1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1.0,-69.90569858
0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1.0,0.491482815
0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1.0,0.23591295
1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1.0,213.87429649999999
0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1.0,-14.82708717
1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1.0,93.50255515
0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1.0,81.3207156
0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1.0,2.5456267280000002
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1.0,-32.63225893
1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1.0,151.2220257
1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1.0,34.83017073
0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1.0,-74.43468064
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1.0,-60.31764289
1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1.0,-51.97019385
0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1.0,209.18204780000002
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1.0,18.07451409
1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1.0,-31.13816351
1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1.0,4.885008383
0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1.0,113.5591068
1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1.0,33.97891292
1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1.0,94.03772167
0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1.0,-71.66473991
1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1.0,-30.83730418
1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1.0,4.052115178
0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1.0,38.06845423
0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1.0,120.81593899999999
0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1.0,-88.84007767
0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1.0,23.42605337
1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1.0,0.8994352809999999
1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1.0,2.131010598
1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1.0,153.0778108
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1.0,-192.3713905
1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1.0,-150.1692499
0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1.0,-5.022282807
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1.0,-48.81648629
1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1.0,123.8017328
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1.0,-64.45301649
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1.0,95.68112875
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1.0,98.44459909999999
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1.0,-71.71593887
0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1.0,34.24739939
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1.0,195.7586354
0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.0,-98.53193956
1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1.0,-13.43087678
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1.0,-120.6718611
0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1.0,-50.80947542
1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1.0,-43.68153498
0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1.0,-23.97063271
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1.0,68.18324138
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1.0,71.40664157
1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1.0,-265.0392724
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1.0,-15.45670474
1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1.0,-33.67033561
1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1.0,-91.64265956
1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1.0,36.78472503
1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1.0,42.84841427
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1.0,20.51188748
1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1.0,-34.50139959
0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1.0,66.08205113
0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1.0,29.94643663
0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1.0,14.69353393
0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1.0,-13.45477485
0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1.0,-27.37778829
0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1.0,-13.0855047
0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1.0,-163.9393071
1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1.0,-18.37104457
1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1.0,-167.875788
0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1.0,-56.07153907
1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1.0,-81.08892054
1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1.0,157.4371706
0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,72.96310077
1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1.0,5.607933602
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1.0,-69.10840976
1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1.0,-57.23764638
1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1.0,-9.395387745
1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1.0,76.38707698
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1.0,-66.54216352
1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1.0,77.64837435
0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1.0,-51.52947782
1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1.0,-71.34392976
0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1.0,-86.48158568
0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1.0,65.36635
0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1.0,-5.196358388999999
1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1.0,118.7245801
0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1.0,-171.368781
1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1.0,41.86485987
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1.0,-68.98604366
0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1.0,104.4091538
0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1.0,44.97551178
0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1.0,91.4012819
1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1.0,78.64978175
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1.0,-1.911952678
0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1.0,121.29204109999999
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1.0,76.55394771
1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1.0,46.47336125
0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1.0,5.386998857000001
1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1.0,90.67715150000001
1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1.0,58.58330672
0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1.0,-31.11390437
0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1.0,58.0014598
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1.0,-90.47550721
1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1.0,23.23418931
0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1.0,84.43519819
1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1.0,-32.42096508
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1.0,16.39179112
0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.0,-34.66630794
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1.0,170.5855936
1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1.0,16.76011341
1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1.0,-87.89791468
1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1.0,51.83197122
0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1.0,32.21664051
0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1.0,35.23672046
0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1.0,169.1119059
0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1.0,-117.4209145
1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0,95.63710615
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1.0,-89.77819894
1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1.0,-60.18626212
1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1.0,166.92305869999998
0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1.0,105.0801059
0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1.0,97.65741869
1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1.0,-52.52984685
0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1.0,11.08363423
0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1.0,53.66571886
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1.0,-28.89100746
0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1.0,-37.22054765
0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1.0,204.735403
0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1.0,-113.0126955
1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1.0,-48.28904396
1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1.0,163.97197859999997
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.0,-2.974177392
0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1.0,55.63962259
1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1.0,142.96544699999998
1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1.0,1.013684865
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1.0,-17.59543053
1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1.0,-159.01539780000002
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1.0,-92.07622763
0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1.0,-189.39730409999999
1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1.0,173.4180483
0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1.0,54.74114977
1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1.0,-94.53026109
0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1.0,-106.23408899999998
1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1.0,59.37623211
1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1.0,91.36390557
0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1.0,1.2383717509999999
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1.0,-2.620041179
1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1.0,-64.33310404
0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1.0,-47.72517255
0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1.0,81.84382713
1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1.0,-61.16879286
0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1.0,-130.4176393
0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1.0,134.93760369999998
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,-192.4777044
0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1.0,214.4684904
0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1.0,-33.50624926
1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.0,-114.44228419999999
0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1.0,124.7495473
1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1.0,-50.49467261
1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1.0,-88.40084812
0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1.0,31.42303214
1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1.0,-27.95457814
1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1.0,-148.21580500000002
1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1.0,-147.80200459999998
0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1.0,115.36675079999999
1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1.0,68.56230074
1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1.0,70.54407731
0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1.0,-9.175554635
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1.0,-95.08600439
0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1.0,14.870916500000002
0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1.0,-6.844520134
1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1.0,113.50280500000001
1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1.0,85.34342999
1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1.0,101.5375998
0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1.0,20.9741418
1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,4.820639371
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1.0,-15.95715615
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1.0,61.46261733
0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1.0,-30.42906508
0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1.0,48.729255200000004
1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1.0,108.4421202
0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1.0,183.8673199
1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1.0,-109.00188190000001
0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1.0,-16.3049161
1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1.0,-97.54860677
0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1.0,98.54374881
0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1.0,194.7337126
1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1.0,-30.13015476
1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,-12.34563166
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1.0,-133.29226599999998
1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1.0,45.44475399
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1.0,-93.28688982
0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1.0,56.55209012
1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1.0,28.05081839
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1.0,-22.67893182
1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1.0,-89.44115311
1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.0,-97.56150633
0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1.0,161.62463789999998
0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1.0,87.63626147
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1.0,-41.32139163
0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1.0,-75.17874419
0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1.0,63.40792789
0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1.0,-51.89462599
1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1.0,45.11111466
0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1.0,-22.55560824
1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1.0,55.71613433
0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1.0,56.26352378
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1.0,91.16144836
0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1.0,-131.6350979
1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1.0,113.9165715
1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1.0,62.93583299
0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1.0,-35.69223220000001
0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1.0,92.83949847
1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,-104.935626
1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1.0,87.85755783
0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1.0,-125.7725364
1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.0,92.42547347
1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.0,-211.5599193
0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1.0,133.6009852
0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,-108.0860778
0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1.0,-22.422473
1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1.0,-35.9706532
1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1.0,-189.4293679
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,-220.4696315
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1.0,-94.61866762
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1.0,-95.98038340000001
1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1.0,-92.18049766
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1.0,-37.03396649
0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1.0,0.96457556
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,-90.95205668
0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1.0,83.38491166
1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1.0,21.49746316
1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1.0,7.51827027
0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1.0,-50.18164344
0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1.0,128.2641526
1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1.0,-216.416619
0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1.0,-19.92539451
1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1.0,-2.006902056
0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1.0,-34.5044417
0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1.0,-49.7332159
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1.0,-133.8956676
1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1.0,154.26684219999999
1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1.0,-60.0766891
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1.0,-48.73152769
1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1.0,-91.47712098
1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1.0,-43.01296374
1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1.0,6.985413065
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1.0,80.64501609
1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1.0,106.5171118
1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1.0,-39.10554048
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1.0,-149.4749874
1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,-117.8257435
0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1.0,-40.01585104
1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1.0,-21.74485486
0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1.0,163.8118575
0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1.0,16.6152111
0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1.0,25.55839076
1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1.0,-97.13571334
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1.0,-16.63608693
0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1.0,6.557954467
1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1.0,72.60603319
1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1.0,-54.15869583
