demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,class,reg_target
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,-120.0430825
1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,-69.90569858
0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0.491482815
0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0.23591295
1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,213.8742965
0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,-14.82708717
1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,93.50255515
0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,81.3207156
0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,2.545626728
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,-32.63225893
1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,151.2220257
1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34.83017073
0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,-74.43468064
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,-60.31764289
1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,-51.97019385
0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,209.1820478
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,18.07451409
1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,-31.13816351
1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,4.885008383
0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,113.5591068
1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,33.97891292
1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,94.03772167
0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,-71.66473991
1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,-30.83730418
1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,4.052115178
0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,38.06845423
0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,120.815939
0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,-88.84007767
0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,23.42605337
1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0.899435281
1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,2.131010598
1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,153.0778108
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,-192.3713905
1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,-150.1692499
0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,-5.022282807
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,-48.81648629
1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,123.8017328
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,-64.45301649
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,95.68112875
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,98.4445991
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,-71.71593887
0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,34.24739939
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,195.7586354
0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,-98.53193956
1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,-13.43087678
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,-120.6718611
0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,-50.80947542
1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,-43.68153498
0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,-23.97063271
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,68.18324138
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,71.40664157
1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,-265.0392724
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,-15.45670474
1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,-33.67033561
1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,-91.64265956
1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,36.78472503
1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,42.84841427
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,20.51188748
1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,-34.50139959
0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,66.08205113
0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,29.94643663
0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,14.69353393
0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,-13.45477485
0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,-27.37778829
0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,-13.0855047
0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,-163.9393071
1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,-18.37104457
1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,-167.875788
0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,-56.07153907
1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,-81.08892054
1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,157.4371706
0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,72.96310077
1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,5.607933602
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,-69.10840976
1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,-57.23764638
1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,-9.395387745
1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,76.38707698
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,-66.54216352
1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,77.64837435
0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,-51.52947782
1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-71.34392976
0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,-86.48158568
0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,65.36635
0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,-5.196358389
1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,118.7245801
0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,-171.368781
1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,41.86485987
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,-68.98604366
0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,104.4091538
0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,44.97551178
0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,91.4012819
1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,78.64978175
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,-1.911952678
0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,121.2920411
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,76.55394771
1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,46.47336125
0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,5.386998857
1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,90.6771515
1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,58.58330672
0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,-31.11390437
0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,58.0014598
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,-90.47550721
1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,23.23418931
0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,84.43519819
1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,-32.42096508
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,16.39179112
0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,-34.66630794
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,170.5855936
1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,16.76011341
1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,-87.89791468
1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,51.83197122
0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,32.21664051
0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,35.23672046
0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,169.1119059
0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,-117.4209145
1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,95.63710615
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,-89.77819894
1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,-60.18626212
1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,166.9230587
0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,105.0801059
0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,97.65741869
1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,-52.52984685
0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,11.08363423
0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,53.66571886
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,-28.89100746
0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,-37.22054765
0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,204.735403
0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,-113.0126955
1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,-48.28904396
1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,163.9719786
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,-2.974177392
0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,55.63962259
1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,142.965447
1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1.013684865
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,-17.59543053
1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,-159.0153978
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,-92.07622763
0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,-189.3973041
1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,173.4180483
0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,54.74114977
1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,-94.53026109
0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,-106.234089
1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,59.37623211
1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,91.36390557
0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1.238371751
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,-2.620041179
1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-64.33310404
0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,-47.72517255
0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,81.84382713
1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,-61.16879286
0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,-130.4176393
0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,134.9376037
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,-192.4777044
0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,214.4684904
0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,-33.50624926
1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,-114.4422842
0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,124.7495473
1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,-50.49467261
1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,-88.40084812
0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,31.42303214
1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,-27.95457814
1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,-148.215805
1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,-147.8020046
0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,115.3667508
1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,68.56230074
1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,70.54407731
0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,-9.175554635
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,-95.08600439
0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,14.8709165
0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,-6.844520134
1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,113.502805
1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,85.34342999
1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,101.5375998
0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,20.9741418
1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4.820639371
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,-15.95715615
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,61.46261733
0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,-30.42906508
0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,48.7292552
1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,108.4421202
0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,183.8673199
1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,-109.0018819
0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,-16.3049161
1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,-97.54860677
0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,98.54374881
0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,194.7337126
1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,-30.13015476
1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-12.34563166
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,-133.292266
1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,45.44475399
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,-93.28688982
0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,56.55209012
1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,28.05081839
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,-22.67893182
1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,-89.44115311
1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,-97.56150633
0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,161.6246379
0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,87.63626147
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,-41.32139163
0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,-75.17874419
0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,63.40792789
0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,-51.89462599
1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,45.11111466
0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,-22.55560824
1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,55.71613433
0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,56.26352378
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,91.16144836
0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,-131.6350979
1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,113.9165715
1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,62.93583299
0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,-35.6922322
0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,92.83949847
1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-104.935626
1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,87.85755783
0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,-125.7725364
1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,92.42547347
1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-211.5599193
0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,133.6009852
0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-108.0860778
0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,-22.422473
1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,-35.9706532
1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,-189.4293679
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-220.4696315
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,-94.61866762
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,-95.9803834
1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-92.18049766
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,-37.03396649
0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.96457556
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-90.95205668
0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,83.38491166
1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,21.49746316
1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,7.51827027
0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,-50.18164344
0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,128.2641526
1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,-216.416619
0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,-19.92539451
1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,-2.006902056
0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,-34.5044417
0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,-49.7332159
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,-133.8956676
1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,154.2668422
1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,-60.0766891
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,-48.73152769
1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,-91.47712098
1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,-43.01296374
1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,6.985413065
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,80.64501609
1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,106.5171118
1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,-39.10554048
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,-149.4749874
1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,-117.8257435
0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,-40.01585104
1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,-21.74485486
0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,163.8118575
0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,16.6152111
0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,25.55839076
1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,-97.13571334
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,-16.63608693
0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,6.557954467
1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,72.60603319
1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,-54.15869583
0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,86.52036614
0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,-82.5561132
0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,-84.42599426
1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,105.7766521
0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,-22.64413413
0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,-20.66478201
0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,-31.06942717
1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,-100.4207942
1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,147.3521714
1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,74.87680897
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,32.80743236
0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,53.45222808
0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,-20.89651886
0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,-16.40845368
1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,39.42575524
1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,73.67989322
1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,-2.905144295
1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,-315.1913969
0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,25.65397811
1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,180.9262188
1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,134.0261943
0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-88.68383373
0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,-65.98454419
0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,65.07103339
1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,-18.50723022
1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,-32.94728688
